name,站点类型,Lon,Lat,侧项类别,统计时间,更新时间,纬度,经度
磨西GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
简阳GNSS连续站,无人值守,105,30,形变,2020年3月,48:10.0,,
红原GNSS连续站,无人值守,103,33,形变,2020年3月,48:10.0,,
绵阳GNSS连续站,无人值守,105,31,形变,2020年3月,48:10.0,,
苍溪GNSS连续站,无人值守,106,32,形变,2020年3月,48:10.0,,
荣县GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
营山GNSS连续站,无人值守,107,31,形变,2020年3月,48:10.0,,
通江GNSS连续站,无人值守,107,32,形变,2020年3月,48:10.0,,
邛崃GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
邻水GNSS连续站,无人值守,107,30,形变,2020年3月,48:10.0,,
郫县GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
金河地震台GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
雅安GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
青川GNSS连续站,无人值守,105,33,形变,2020年3月,48:10.0,,
马尔康GNSS连续站,无人值守,102,32,形变,2020年3月,48:10.0,,
泸州GNSS连续站,无人值守,105,29,形变,2020年3月,48:10.0,,
筠连GNSS连续站,无人值守,105,28,形变,2020年3月,48:10.0,,
巴中GNSS连续站,无人值守,107,32,形变,2020年3月,48:10.0,,
遂宁GNSS连续站,无人值守,106,31,形变,2020年3月,48:10.0,,
马边GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
广元GNSS连续站,无人值守,106,32,形变,2020年3月,48:10.0,,
南充GNSS连续站,无人值守,106,31,形变,2020年3月,48:10.0,,
炉霍GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
木里GNSS连续站,无人值守,101,28,形变,2020年3月,48:10.0,,
攀枝花GNSS连续站,无人值守,102,26,形变,2020年3月,48:10.0,,
小金GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
天全GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
石棉GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
越西GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
茂县GNSS连续站,无人值守,104,32,形变,2020年3月,48:10.0,,
道孚GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
甘孜GNSS连续站,无人值守,100,32,形变,2020年3月,48:10.0,,
九龙GNSS连续站,无人值守,101,29,形变,2020年3月,48:10.0,,
理塘GNSS连续站,无人值守,100,30,形变,2020年3月,48:10.0,,
冕宁GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
宁南GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
松潘GNSS连续站,无人值守,104,33,形变,2020年3月,48:10.0,,
乡城GNSS连续站,无人值守,100,29,形变,2020年3月,48:10.0,,
盐源GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
牦牛GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
七美GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
瓦日GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
塔公GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
小河GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
蒲江GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
灵关GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
陇东GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
跷碛GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
芦山GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
达维GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
丹巴GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
湾坝GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
达杠GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
甲根坝GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
雅江GNSS连续站,无人值守,101,30,形变,2020年3月,48:10.0,,
金河GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
东岳GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
古寺山GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
卧龙GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
新市GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
宜宾GNSS连续站,无人值守,105,29,形变,2020年3月,48:10.0,,
火烈乡GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
甘洛GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
会理GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
太平GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
金阳GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
罗山溪GNSS连续站,无人值守,104,28,形变,2020年3月,48:10.0,,
依果觉GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
美姑GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
锦屏GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
冕宁GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
马鞍山GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
洒拉地坡GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC25GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
SYC24GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC47GNSS连续站,无人值守,104,30,形变,2020年3月,48:10.0,,
SYC19GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC23GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC22GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC21GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC39GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC38GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC34GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC42GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC37GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC36GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC35GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC41GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC40GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC13GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC10GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC20GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC15GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC26GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC31GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC18GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC01GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC09GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
SYC04GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
SYC06GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
SYC05GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
SYC08GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
SYC07GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC27GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC28GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC29GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC16GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC17GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC14GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC12GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC11GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
SYC02GNSS连续站,无人值守,100,32,形变,2020年3月,48:10.0,,
SYC03GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
SYC64GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC65GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC33GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC32GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC68GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC69GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC55GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC56GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC54GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC30GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC48GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC46GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC77GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
SYC79GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC63GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC80GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC62GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC76GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
SYC49GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC60GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC58GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC61GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC59GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC45GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC52GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC66GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC50GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC51GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC57GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
SYC43GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
SYC44GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
SYC53GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC67GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC78GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
SYC70GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC71GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC72GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
SYC73GNSS连续站,无人值守,104,27,形变,2020年3月,48:10.0,,
SYC74GNSS连续站,无人值守,104,27,形变,2020年3月,48:10.0,,
SYC75GNSS连续站,无人值守,104,27,形变,2020年3月,48:10.0,,
CD35GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
CD05GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD09GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD20GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD16GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD37GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD33GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD48GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD44GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD53GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD51GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
YF10GNSS连续站,无人值守,100,32,形变,2020年3月,48:10.0,,
YF14GNSS连续站,无人值守,100,31,形变,2020年3月,48:10.0,,
CD01GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD07GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD12GNSS区域站,无人值守,102,30,形变,2020年3月,48:10.0,,
CD11GNSS区域站,无人值守,102,30,形变,2020年3月,48:10.0,,
CD10GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD06GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD08GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD03GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD04GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD02GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD30GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD32GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD31GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD13GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD21GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD23GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD14GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD22GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD24GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD15GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD19GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD18GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD17GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD34GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD40GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD38GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD39GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD36GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD49GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD47GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD46GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD45GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD41GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD43GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD42GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
CD29GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD28GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD27GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD26GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
CD25GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
CD57GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD56GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD55GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD54GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD50GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
CD52GNSS区域站,无人值守,103,28,形变,2020年3月,48:10.0,,
YF19GNSS区域站,无人值守,102,32,形变,2020年3月,48:10.0,,
YF20GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF21GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
YF22GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
YF27GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
YF28GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
YF18GNSS区域站,无人值守,102,32,形变,2020年3月,48:10.0,,
YF01GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF02GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF03GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF17GNSS区域站,无人值守,100,31,形变,2020年3月,48:10.0,,
YF29GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
YF30GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
YF31GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
YF23GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
YF24GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
YF25GNSS区域站,无人值守,101,30,形变,2020年3月,48:10.0,,
YF08GNSS区域站,无人值守,100,32,形变,2020年3月,48:10.0,,
YF09GNSS区域站,无人值守,100,32,形变,2020年3月,48:10.0,,
YF05GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF06GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF07GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF11GNSS区域站,无人值守,100,32,形变,2020年3月,48:10.0,,
YF13GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
YF04GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
YF12GNSS区域站,无人值守,100,31,形变,2020年3月,48:10.0,,
YF15GNSS区域站,无人值守,100,31,形变,2020年3月,48:10.0,,
YF16GNSS区域站,无人值守,100,31,形变,2020年3月,48:10.0,,
YF26GNSS区域站,无人值守,101,30,形变,2020年3月,48:10.0,,
YF32GNSS区域站,无人值守,101,30,形变,2020年3月,48:10.0,,
YF33GNSS区域站,无人值守,102,28,形变,2020年3月,48:10.0,,
H054GNSS区域站,无人值守,101,31,形变,2020年3月,48:10.0,,
H071GNSS区域站,无人值守,105,30,形变,2020年3月,48:10.0,,
H058GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
HB03GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
H049GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
H060GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H402GNSS区域站,无人值守,104,30,形变,2020年3月,48:10.0,,
H059GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
H035GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
J417GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
H043GNSS区域站,无人值守,105,31,形变,2020年3月,48:10.0,,
H032GNSS区域站,无人值守,105,32,形变,2020年3月,48:10.0,,
H033GNSS区域站,无人值守,105,32,形变,2020年3月,48:10.0,,
J418GNSS区域站,无人值守,104,33,形变,2020年3月,48:10.0,,
F365GNSS区域站,无人值守,105,32,形变,2020年3月,48:10.0,,
H111GNSS区域站,无人值守,102,27,形变,2020年3月,48:10.0,,
H112GNSS区域站,无人值守,102,27,形变,2020年3月,48:10.0,,
H113GNSS区域站,无人值守,102,27,形变,2020年3月,48:10.0,,
H116GNSS区域站,无人值守,102,26,形变,2020年3月,48:10.0,,
H346GNSS区域站,无人值守,101,27,形变,2020年3月,48:10.0,,
H048GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
H044GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
F359GNSS区域站,无人值守,105,31,形变,2020年3月,48:10.0,,
H011GNSS区域站,无人值守,106,32,形变,2020年3月,48:10.0,,
H012GNSS区域站,无人值守,105,32,形变,2020年3月,48:10.0,,
H010GNSS区域站,无人值守,105,33,形变,2020年3月,48:10.0,,
H081GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
H086GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
H076GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H070GNSS区域站,无人值守,104,30,形变,2020年3月,48:10.0,,
H400GNSS区域站,无人值守,104,29,形变,2020年3月,48:10.0,,
JB36GNSS区域站,无人值守,104,29,形变,2020年3月,48:10.0,,
H084GNSS区域站,无人值守,104,29,形变,2020年3月,48:10.0,,
HB04GNSS区域站,无人值守,104,29,形变,2020年3月,48:10.0,,
F367GNSS区域站,无人值守,105,30,形变,2020年3月,48:10.0,,
J414GNSS区域站,无人值守,105,30,形变,2020年3月,48:10.0,,
F360GNSS区域站,无人值守,105,29,形变,2020年3月,48:10.0,,
F071GNSS区域站,无人值守,106,31,形变,2020年3月,48:10.0,,
JB24GNSS区域站,无人值守,106,31,形变,2020年3月,48:10.0,,
F383GNSS区域站,无人值守,108,31,形变,2020年3月,48:10.0,,
F389GNSS区域站,无人值守,108,32,形变,2020年3月,48:10.0,,
H061GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H384GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H077GNSS区域站,无人值守,103,29,形变,2020年3月,48:10.0,,
H391GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H082GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
H363GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
H366GNSS区域站,无人值守,102,29,形变,2020年3月,48:10.0,,
H073GNSS区域站,无人值守,102,30,形变,2020年3月,48:10.0,,
H368GNSS区域站,无人值守,102,30,形变,2020年3月,48:10.0,,
H372GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H377GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H065GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H072GNSS区域站,无人值守,103,30,形变,2020年3月,48:10.0,,
H028GNSS区域站,无人值守,102,33,形变,2020年3月,48:10.0,,
H037GNSS区域站,无人值守,103,32,形变,2020年3月,48:10.0,,
H031GNSS区域站,无人值守,102,33,形变,2020年3月,48:10.0,,
H040GNSS区域站,无人值守,102,32,形变,2020年3月,48:10.0,,
H047GNSS区域站,无人值守,102,31,形变,2020年3月,48:10.0,,
H046GNSS区域站,无人值守,103,32,形变,2020年3月,48:10.0,,
J413GNSS区域站,无人值守,103,32,形变,2020年3月,48:10.0,,
J411GNSS区域站,无人值守,102,32,形变,2020年3月,48:10.0,,
H036GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
HB01GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
J415GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
H024GNSS区域站,无人值守,104,33,形变,2020年3月,48:10.0,,
J416GNSS区域站,无人值守,104,33,形变,2020年3月,48:10.0,,
JB33GNSS区域站,无人值守,104,33,形变,2020年3月,48:10.0,,
H041GNSS区域站,无人值守,101,32,形变,2020年3月,48:10.0,,
H026GNSS区域站,无人值守,103,34,形变,2020年3月,48:10.0,,
H025GNSS区域站,无人值守,103,33,形变,2020年3月,48:10.0,,
H030GNSS区域站,无人值守,104,33,形变,2020年3月,48:10.0,,
H034GNSS区域站,无人值守,104,32,形变,2020年3月,48:10.0,,
H045GNSS区域站,无人值守,104,31,形变,2020年3月,48:10.0,,
